"group","F2O7_S29_L004","F2R23_S11_L004","F1O10_S21_L004","F2R33_S16_L004","F1O8_S19_L004","F2O15_S33_L004","F1O9_S20_L004","F2R24_S12_L004","F1R11_S9_L004","F1O11_S22_L004","F2R26_S13_L004","F2R35_S17_L004","F2O1_S26_L004","F204_S27_L004","F1R5_S6_L004","F2O9_S30_L004","F2R22_S10_L004","F1O12_S23_L004","F2O14_S32_L004","F1R3_S4_L004","F1R9_S8_L004","F1O13_S24_L004","F1O14_S25_L004","F1R1_S3_L004","F2O12_S31_L004","F2R30_S15_L004","F2R28_S14_L004","F1O3_S18_L004","F1R7_S7_L004","F2O5_S28_L004","F1R4_S5_L004"
"TETH",79.3273812141737,0,244.871268848087,0.486366537982187,229.588763118678,109.340133885878,40.7954456017,10.4718492053714,25.2025525202553,410.089546022491,3.22416801007,0,63.296418145591,168.925154208558,0,7.01711935152139,11.2970458527155,0,151.828017820522,16.5271886583362,19.9654278305964,240.036626842243,263.937390870541,24.5977112290086,20.4715410797247,11.6185539369023,5.59788009274594,103.817559594052,531.689971649608,0,330.087865115175
"MSR",0,0.677592851395418,0.435942147912606,0.72954980697328,0,0,0,0,1.03965010396501,0,0,0,0,0,0,0,0,0,0,0,0,1.00287782331909,1.49663257670242,0.186346297189459,0,0,0,0.590040122728345,139.061073470761,0,85.9356447399667
"MPHE",0,0.46584508533435,0,0.151989543119433,0,0,0.31482015898418,0,0.376425037642504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.972562587093,0,99.4122536214676
"TETA",149.404055064432,362.173379070851,260.64211714022,174.043225826063,383.398332223596,219.808244035212,243.880683159745,227.382859020163,202.050620205062,53.2069970845481,224.543426893095,143.978462005157,159.739276833017,186.240225363058,202.065006709408,208.759300707761,222.255784449949,274.97713182234,188.211583339226,205.89246818755,333.102852203976,459.841283683614,77.8872536792218,120.456438812645,182.90228814191,261.082312985968,322.987744286187,259.234127920699,153.188217769449,943.593160115479,65.5426264545239
"FLOR",267.185644544135,576.377419218227,460.406195507231,301.562452503268,561.463584768065,400.995561658616,474.696329721647,352.244261015975,331.594608159461,937.31778425656,391.714329880971,251.377723848526,283.443769982855,486.32765068726,296.108543312957,791.785130966064,345.174087275217,494.282955584917,339.632982108762,333.810997745424,71.3915298184961,792.404290572949,566.25717136443,229.458061121586,288.166753621028,384.663508803289,529.778072209341,446.748878923767,1106.0496852626,571.840994892294,678.283068154832
"HLYD",3.37189016434299,0,20.5918555749308,0,19.4996670788547,10.0291802555111,29.1470997192854,0,0,36.9637650978759,0,0,3.64518171848694,3.25416484530575,0,4.05299134958563,0,17.7355422299014,3.00544515946538,0,0,34.2722595273393,27.1888251434273,0,6.53399915530049,0,0,22.0084965777673,0,55.2964690206529,0
"sme",21.8439841081351,0,144.168632680275,0,128.951456926345,55.589612809887,214.681113413962,0,0,269.262807163682,0,0,27.9257989280694,18.650735829812,0,30.0042344685742,0,121.480841548938,19.429319001485,0,0,214.572250806663,192.691444250437,0,35.2040943082159,0,0,138.039886712296,0,332.000888296691,0
"VANRB",0,0,0,0,0,0,0.839520423957814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANSB",0,0,0,0,0,0,1.78398090091035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDFA",32.1209189133717,64.1172235632914,39.5168735254898,33.9088670699456,54.1551729604616,51.5436109953164,27.9140540965973,46.4251981438134,40.0982290098229,12.1824239900042,51.4100214208423,28.6920471206836,33.0846578008433,39.7299528874642,40.2750857313255,28.4919242635049,44.8659860246884,57.627807704035,34.7570893147585,41.5376972754022,34.0535868625756,85.811458969216,14.9663257670242,24.7621344324111,50.3341531887407,47.8371614978997,75.9854256376284,44.3710172291716,16.8180289270098,33.5332000888297,1.30610306340537
"SULIII",0,0,0,0,0.190240654427851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29474796982365,0,0
"PBP2B",0,0,2.59000923171607,0,4.37553505184058,0,4.0139570270483,0,17.6382017638202,4.94585589337776,0,0,0,0,0,0,0,1.85486329911576,0,0,0,3.70628760791837,4.39635819406336,39.8123383171833,0,0,0,3.00920462591456,0,0,5.84777962479221
"MEXE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85356128798405,0,0,0.267492070770759,0,0,0,0,0,0,0,0,0,0,0
"TET39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590040122728345,0,0,0
"EMRD",0,9.48629991953585,0,4.16451348147247,10.241288563366,0,0,22.6274074986654,4.89352548935255,3.17576009995835,0,3.46326912381819,0,0,0,0,20.7011820616605,10.4177253785954,4.20762322325154,4.62379150903741,0,11.1624662073777,3.02444499875281,0,6.70790787806514,0,0,8.29006372433325,0,0,0
"BMR",0,0,0,0,0,0.220691008067482,0,0,0,0,0,0,0,0,0,0,0,0,0.406619050986493,0,0,0,0,0,0.844699510571166,0,0,0,0,0,0
"MYRA",0,0,0,0,0,0,9.78565994175827,0,8.46060084606009,0,0,0,0,0,0,0,0,0,3.27063149706527,0,0,3.40106392256039,7.01546520329259,4.65865742973648,7.42838687237584,0,0,5.48737314137361,0,0,0
"ADEB",0,0,0,0,0,0,1.15434058294199,0,0,0,1.39125057968774,0,0,0,0,0,0,0,0,1.83423134242806,0,0,3.21152407084061,0.73442364186434,0,0,1.58993044054323,0,0,0,0
"VANZF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218016918112846,0,0,0,0,0,0.354024073637007,0,0,0
"MSBA",1.71526586620926,0,20.0020514924608,0,23.6215479247915,1.56935827959099,33.7644620510533,0,0,50.1874219075385,0,0,1.29743756081739,0,0,0,0,20.5305417217197,1.50272257973269,0,0,34.6646899799424,44.1506610127214,0,1.26704926585675,0,0,31.3606325230116,4.08437845370237,26.2047523872974,4.92757064830207
"BLA1",0,0,8.1546825315417,0,10.8437173023875,0,13.6422068893145,0,0,16.4514785506039,0,0,0,0,0,0,0,9.02022563268625,0,0,0,14.7379436644284,16.7435769518583,0,0.149064619512559,0,0,12.6268586263866,0,0,0
"APH2-DPRIME",0,72.3753864396731,50.0051287311519,4.6660789737666,20.51428390247,63.9758711164513,93.13429703282,0,57.2703807270381,74.8125780924615,5.38833557847316,0.821578441781688,16.6195573266608,35.3829714896304,2.08737140301178,38.231201984151,0,0.381136294338856,48.6174952266459,11.1964538194046,23.1633535004322,0,66.8807682713894,18.218090936993,55.1539092196467,0.98310841004558,2.55051341503809,68.8871843285343,8.16875690740474,94.6035976015989,34.6414153407742
"MPHB",0,0,8.12903887578213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60844937455747,76.9785209744847,0,6.26335787223937
"TETB",111.668206007829,45.8645661288273,111.396040619551,85.9044897711038,100.986080725451,59.4394448395086,24.7658525067555,128.331485359944,134.688463468846,285.818408996252,91.0496212706755,72.5643359118257,108.119796734782,187.964447034824,134.952288653645,216.623313774121,123.884894983789,195.116373615205,98.9145039247578,147.865795406779,0,159.762797593093,25.4739336492891,84.4916034550796,27.204293061042,20.8463669675574,104.438555813183,41.6568326646212,27.3893613954159,2.22074172773706,0
"VANB",0,0,0,0,0,0,1.54786578167222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANXB",0,0,0.256436557595651,0,0,0,1.5741007949209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187079072087802,0,0,0,0,0,0,0,0
"AAC3",25.2598554485347,6.47948164146868,38.3372653605498,23.1936042800255,48.4796601033641,37.8362472720139,40.0083952042396,54.0840211900949,26.6186276618628,33.0070803831737,16.5404235585098,33.6215177713737,24.2960628948303,34.5087182476079,1.54689130758909,16.5144274393564,50.7662256589943,2.7187722329505,36.2774909836645,15.5336466811877,17.286084701815,66.8003837097759,48.9835370416563,16.5190511685009,49.1416362326402,3.99946375904907,19.6753892017224,42.5418928487137,27.3413098841959,17.3217854763491,50.077178817383
"ACI",0,16.6433744124,36.5934967688994,0,39.7602967754209,0,36.8864286276465,0,4.24822542482254,68.981674302374,1.83291743038226,0,0,0,10.7350529297749,0,0,0,0,0,10.1987899740709,42.3388854975146,46.8944874033425,0.23019248476345,0,0,1.35806558463067,41.6273306584848,0,0,0.593683210638803
"VANWA",0,0,0.948815263103908,0,1.01461682361521,0,2.07256604664585,0,0,3.01957517700958,0,0,0,0,0,0,0,0.990954365281024,0,0,0,2.04935903026075,2.71264654527314,0,0,0,0,1.32759027613878,0,0,0
"APH3-PRIME",73.7124510709416,188.709609113624,175.838547543338,70.021582515123,200.069754906624,86.1675780387926,164.388593016239,111.514927518377,115.544561554456,119.273219491878,94.8258728441137,64.3611911623439,79.4680506000649,146.485987663315,96.4291039212763,260.419817312927,109.043677883163,142.95151946336,97.2880277208118,99.4306240207879,251.512532411409,300.906950379349,216.138687952108,70.1867847590652,109.289210205958,76.5483957458218,118.184829413713,170.285579419401,70.0110518475806,457.916944259383,205.562811683686
"MECA",0,0,6.00061544773823,0,15.0290116998002,0,17.0002885851457,0,0,6.82007496876302,0,0,0,0,0,0,0,6.40308974489277,0,0,0,12.0345338798291,23.5719630830631,0,0,0,0,14.9870191173,0,0,0
"ANT4-PRIME",0,23.8427984584763,21.0790850343625,6.10997963340122,16.3606962807952,0,33.790697064302,0,24.4138524413852,24.1045397750937,0,0.985894130138025,0,0,0,0,0,0,0,0.13374603538538,19.8789974070873,1.00287782331909,1.15365427787478,10.6546235804797,0.79501130406698,0.446867459111628,0,14.3379749822988,8.69732353082505,0,40.7563524103538
"AAC6-PRIME",0,1.5669334688519,24.3614729715868,0.303979086238867,30.8506927930499,0,25.6053729307133,3.10048868629625,0,51.5410245730945,0,0,0,0,0.428656627404205,0,2.57757908938964,24.519768269133,0,2.19725629561695,1.64217804667243,41.8592482776663,31.8034422549264,0.580961985355373,0,0.692644561623023,0,30.9181024309653,8.21680841862477,0,53.8767513654714
"ANT6",21.2135872513231,171.21924363698,133.064929736383,42.3138888044503,136.783030533625,62.4555552830975,127.921924600572,25.707363147304,82.7776582777658,246.407746772178,103.129209637171,35.5301076899742,35.509630384752,65.0104424692797,61.6520053675265,114.693605952453,22.9162890916047,90.4309381034658,55.9719963227494,73.7131720738278,172.687986171132,156.448940437778,163.725367922175,27.469636515105,65.9859382375593,48.4404325677004,145.379264657171,152.023837620958,105.569170150401,263.379968909616,171.782236998338
"ANT9",0.307868232396534,0,16.8222381782747,0,9.16325818827483,0.563988131728011,5.66676286171525,0,13.7126263712626,8.48604748021658,12.3445884769119,0,0,0.89853805430084,2.01282242433279,2.78265077732745,0,1.04177253785954,0.689484477759706,9.76346058313271,2.50648228176318,10.726432371152,14.9039660763283,0.50423115710089,1.01860823333582,1.18419876664581,11.4607485922491,14.1314609393439,27.4374129066359,0,31.8511042507718
"CATA",0.102622744132178,0.46584508533435,49.9794850753923,0,16.0119217476775,16.4782619357054,0,0,0,5.93502707205331,0.927500386458494,0,16.8512426053782,89.5381028704648,1.32324437155211,139.132538866372,0.161098693086852,87.6359386116475,25.0512693586026,0.477664412090642,0,1.52611842678992,3.39860314292841,33.0929100714693,45.1417356090532,30.6104209491465,1.32494203378602,3.56974274250649,79.6694056028062,54.4081723295581,0.118736642127761
"NPMA",0,0,12.5653913221869,0,0,0,9.05107957079518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08904963831379,0,0,0,0,3.45173471796082,0,0,0
"AAC2-PRIME",0,1.82103078812519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08354507571908,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576618134640334,0,0.267157444787461
"TETC",0,0,117.730023592163,0,24.0020292336472,0,191.541831728625,0,0.914175091417509,0,0,0,0,0,136.871924854629,18.2687072772367,0,0,0,5.7319729450877,0,0.915671056073951,244.387627837366,0,0,0,0,66.9105499173944,0,0,0
"SULII",249.857061177816,580.4429763266,454.738947584368,363.75657354774,697.041757823647,102.79296731321,521.814413516279,468.338055931995,432.817093281709,375.989171178676,310.248879270366,280.954547752667,253.726271566038,319.175287775026,319.237363948114,326.235557437542,445.76008377132,550.513263543043,177.179831695071,363.273338683175,75.0216076058773,832.868230574692,662.696433025692,225.073442364186,312.141313259298,480.449548663866,484.067572043723,560.597120604201,1214.40584306376,244.281590051077,732.2488720019
"APH6-PRIME",0,34.4725363147419,19.6686839675864,0,5.70721963283554,24.594786787965,25.6578429572107,0,17.1183767118377,40.8683881715952,5.34416889340371,0.113757015015926,11.0282192669478,1.99135460682889,2.4042045623975,14.3971931522594,0,0.609818070942169,17.9442755109257,9.82078031258359,4.75367329299914,0.436033836225691,28.6542778747817,5.22865786819836,23.8254950187573,0.759674680489767,3.87545544882411,28.1744158602785,0,75.2831445702865,0.653051531702683
"SAT",12.0655026315404,95.4135433871173,58.4162478202893,38.1949721859136,76.7303972859,52.0830779039258,52.0765012986332,39.5055644532052,35.3660285366029,106.986672219908,59.8237749265729,32.7114616512463,39.062137991752,41.6484530574579,32.8015506187565,85.5967576069203,38.6435490042087,44.8724463868279,43.8618202390213,36.8565860369139,113.483146067416,79.2273480422081,63.5757046645049,18.437321874863,47.9988074830439,29.4038788095451,83.2394832726068,65.9074817087562,76.3057998174042,286.031534532534,79.1379719781524
"DFRF",6.83174268079928,35.8277220175327,20.3610626730947,5.33483296349211,26.1580899838295,18.8568205782104,22.9294015793478,5.7492505441255,12.5116512511651,39.9833402748855,18.9695912373297,5.20754335406239,9.11295429621735,11.2924377094565,7.9953779633219,13.2478373964068,4.71213677279043,14.4069519260087,13.5245032175942,14.7311704688754,33.4485738980121,23.676637307055,24.5697181341981,4.23115710089008,19.8255943951703,5.80927696845116,27.293805895992,25.0472032098183,3.94022392004229,45.7472795913835,16.8902873426739
