Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ERMX,TimePre...TimePost,-1.04005389716091,-2.66822648592911,0.588118691607294,2.17218771864623,-1.33383355751103,0.197483392058207,0.270176665208467,-6.93582470833973
cme,TimePre...TimePost,-1.40355430291447,-2.97927434547142,0.172165739642477,2.05929484772459,-1.86043429184055,0.0778904762657717,0.124960979908396,-6.03213985075666
CAT,TimePre...TimePost,-1.88321899490682,-2.73149240950905,-1.03494558030458,2.04271839910725,-4.57069004665875,0.000111720334277898,0.000408420238425759,-0.0821747169503091
ANT9,TimePre...TimePost,0.594213683426524,-0.546020613665001,1.73444798051805,1.97716420991475,1.07699675465242,0.292454677797511,0.374812604303707,-7.34401161241331
HLYD,TimePre...TimePost,-3.78896044124494,-4.85494340555817,-2.72297747693171,1.95559248580384,-7.44352822322415,5.05251151558534e-07,3.52096896242353e-06,5.90081596537934
AAC6-PRIME,TimePre...TimePost,-3.37804238263727,-4.30319050291291,-2.45289426236163,1.9305623709675,-7.65776553045124,3.86279671366846e-07,2.95631397466068e-06,6.04312510364295
QNRB,TimePre...TimePost,2.96460328347638,1.63665045801425,4.2925561089385,1.926214633028,4.77224680771529,0.000269874373490639,0.00087220268533931,-0.425609162981366
EMRE,TimePre...TimePost,0.782608713749998,0.18273132146221,1.38248610603778,1.85524514696495,2.67834878939752,0.0125055702694058,0.0248994836614063,-4.7122271064365
MSBA,TimePre...TimePost,-2.74938067310368,-4.15713346196209,-1.34162788424527,1.80952540480559,-4.10072577236255,0.000661060518797298,0.0017977621425829,-1.45919066052328
ACI,TimePre...TimePost,-3.62074044037769,-4.49831260810572,-2.74316827264966,1.79577909960089,-8.80188088968842,2.81830747958255e-07,2.24458059981038e-06,6.67794191724651
ANT4-PRIME,TimePre...TimePost,-0.204746136314825,-1.61600732670324,1.20651505407359,1.79577556161999,-0.305591381493089,0.763546883030857,0.806488966839809,-7.74844120518745
TETS,TimePre...TimePost,-1.43576242248532,-3.23845277430312,0.366927929332477,1.7543401514095,-1.69616960584587,0.110303332090394,0.166606362658841,-6.26177928504045
MSRD,TimePre...TimePost,-2.77693417831422,-4.25716953251468,-1.29669882411376,1.63782600228201,-3.96043638273327,0.00102402111818356,0.00262478976270039,-1.90315351154394
CARB,TimePre...TimePost,1.61525346122479,-0.468986085884703,3.69949300833429,1.61806044965646,1.6255962796324,0.121032941691091,0.181143261725592,-6.36738712414605
ERMG,TimePre...TimePost,-2.13536809079524,-3.28575513016428,-0.984981051426199,1.61515781211311,-3.91173995918688,0.00109464859902056,0.0027739390634271,-1.99921374736605
OQXB,TimePre...TimePost,0.676341003683764,-0.914371880449714,2.26705388781724,1.60242474904876,0.896144977017111,0.382525719847506,0.453740614499967,-7.38136131059014
TETC,TimePre...TimePost,-3.86239001048471,-5.74378464225075,-1.98099537871866,1.58548386160529,-4.44928721405481,0.000705559028568596,0.00187309123060472,-1.26071057615643
LNUB,TimePre...TimePost,0.340426847501456,-0.546501513389151,1.22735520839206,1.55157268340222,0.814492841959569,0.427465185468736,0.499082389316901,-7.41605459699964
OXA,TimePre...TimePost,-1.88591449815861,-3.3816468821432,-0.390182114174024,1.54300808238054,-2.63727204957628,0.016151555735256,0.0302672010837151,-4.72734969023777
MDTO,TimePre...TimePost,1.19096251249328,0.491214737378404,1.89071028760815,1.49079166550156,3.59608122457473,0.00228496132783983,0.00530777475112793,-2.69881739002081
EMRD,TimePre...TimePost,0.20927128459022,-0.442314068948547,0.860856638128986,1.45779730846276,0.690211723536714,0.501578177024404,0.576171903125213,-7.44490940882329
BRP,TimePre...TimePost,0.994603054414366,-0.11772768086012,2.10693378968885,1.30152324403652,1.89871062554586,0.0761660669109809,0.123674982627966,-6.03221285599927
PMRF,TimePre...TimePost,0.0213915534029603,-0.507176078351757,0.549959185157677,1.2585622425938,0.0870549054836924,0.931898643922559,0.940332115813261,-7.46718660606077
MEL,TimePre...TimePost,-2.75385459059049,-3.94546531230911,-1.56224386887186,1.24302892281147,-4.97758217110185,0.000230954699989756,0.00078034694087448,-0.163444265235377
ROB,TimePre...TimePost,-3.7414196504115,-5.12557439583203,-2.35726490499097,1.22830415228289,-5.77810522966007,4.14536994080723e-05,0.000162178508210528,1.50516129156302
BLA1,TimePre...TimePost,-3.23487669361708,-4.14583443810724,-2.32391894912691,0.973451052809579,-7.7245910145939,4.90766203783698e-06,2.54513635915732e-05,4.04102036639839
OQXA,TimePre...TimePost,0.65132039984017,-0.590441816113554,1.89308261579389,0.96909369709112,1.10339082391183,0.284649743178482,0.366918455079778,-7.18673560645524
PBP2B,TimePre...TimePost,1.94878534179755,1.38311497914087,2.51445570445422,0.958009802330516,7.72189262146041,2.05396486576987e-05,8.48211416790151e-05,2.9241259707779
MECA,TimePre...TimePost,-3.64467020287824,-4.01881533701822,-3.27052506873825,0.940560992915726,-21.0519343207994,2.10390685922153e-11,6.70244613723431e-10,16.6903470400782
ERMA,TimePre...TimePost,-2.09025033183964,-2.81182780272056,-1.36867286095872,0.91793721023854,-6.14962673053233,1.50931175174279e-05,7.12502710943714e-05,2.45242513971149
TET31,TimePre...TimePost,1.3289852537232,-0.769873716810002,3.42784422425639,0.909143096236898,1.39400512432362,0.190891473232814,0.26772829264728,-6.59648157964336
FEXA,TimePre...TimePost,3.04376675523193,1.85227909880032,4.23525441166354,0.869728287632321,5.73864969600788,0.00023468861392149,0.000781127774693914,0.254161998202539
dha,TimePre...TimePost,-3.34894472824692,-3.58851848139603,-3.1093709750978,0.864244665081716,-30.2094358471953,2.13471967273439e-13,3.80053293243672e-11,21.1391710830406
MEPA,TimePre...TimePost,-3.30112026483058,-3.5539818126051,-3.04825871705606,0.85190285572925,-28.2132051208442,5.11282457278482e-13,3.80053293243672e-11,20.3176861934438
QNRS,TimePre...TimePost,4.36875134637847,3.53881475643493,5.198687936322,0.845597192386709,12.0763415242194,1.57942581129796e-06,8.77302696019967e-06,5.82307367795523
TET44,TimePre...TimePost,-1.92056558659231,-2.75907509438765,-1.08205607879696,0.8179523340509,-4.9929213910262,0.000317204620868333,0.00101052329219483,-0.343533559745335
CEOB,TimePre...TimePost,-2.26313422353587,-2.77532140997397,-1.75094703709778,0.808721012289841,-9.4815384646216,1.87932552485358e-07,1.55218367423092e-06,7.27938418169011
NORA,TimePre...TimePost,-3.06337744715996,-3.3086867439139,-2.81806815040602,0.790549809170944,-26.9873582943765,9.01002887473308e-13,4.01847287813096e-11,19.7776856489611
SAV1866,TimePre...TimePost,-3.03296392388772,-3.28927900580739,-2.77664884196805,0.782701150155262,-25.5721330180255,1.7890503851014e-12,6.64930393129353e-11,19.1170811016662
ERMT,TimePre...TimePost,-0.950987524376957,-1.65662168939342,-0.245353359360493,0.763203474324162,-2.83847911496497,0.0111618862896766,0.0224243301134944,-4.30432350105681
ERMC,TimePre...TimePost,-1.47928251123719,-2.49070475756767,-0.467860264906698,0.744503803269476,-3.22737042100766,0.00825989264399748,0.017214542613191,-3.62230997583263
ERM42,TimePre...TimePost,-2.77816609303187,-3.80513741559064,-1.7511947704731,0.733840047123609,-5.9665973537627,0.00010041428176315,0.000373206413886376,0.977708199762745
MYRA,TimePre...TimePost,-1.58576086831149,-2.43499635990305,-0.736525376719925,0.715529455400901,-4.17315752102589,0.00200172409317942,0.00474877098701074,-2.05772959690136
MDTP,TimePre...TimePost,1.07318971156864,0.529112231565829,1.61726719157146,0.693239769675315,4.15459823234353,0.000635853775530097,0.00177244239929015,-1.4775050807003
TET38,TimePre...TimePost,-2.66335997614434,-2.87257982911829,-2.45414012317039,0.687319390839823,-27.5106497779687,7.05322064891084e-13,3.9321705117678e-11,20.0117036220797
CATP,TimePre...TimePost,-2.08312584697301,-3.15743662365932,-1.0088150702867,0.658384872240202,-4.1740209008344,0.00101285920863118,0.00262478976270039,-1.66377942796672
SHV,TimePre...TimePost,2.43533815608819,0.902306640107323,3.96836967206906,0.654296022959645,3.96107151151445,0.00864522123609249,0.0178507808856354,-2.94471295961049
PMRC,TimePre...TimePost,1.41465600838718,0.766196328038916,2.06311568873544,0.647506952077193,4.65732969300024,0.000324508084657757,0.00101247034501255,-0.595080066053026
MSR,TimePre...TimePost,1.4678209746159,-0.218740656815177,3.15438260604697,0.641823966162008,1.88889690928348,0.082448687701893,0.131328981125158,-5.95264204125278
L1,TimePre...TimePost,-1.73847289094063,-2.1654998287538,-1.31144595312747,0.622021093491182,-8.73511635520915,5.00762047828869e-07,3.52096896242353e-06,6.25611440939521
QNRD,TimePre...TimePost,-0.81575365161415,-1.44780189152429,-0.183705411704013,0.613183259140776,-2.708870698215,0.0142572081756934,0.0276465862885186,-4.476167974836
ERMR,TimePre...TimePost,-1.18167946477662,-1.686605065495,-0.676753864058242,0.586781449489647,-5.02163451733769,0.000189494383317921,0.000650111499690713,-0.0140092784878565
ARLS,TimePre...TimePost,-2.24822621755082,-2.54038516618344,-1.9560672689182,0.580187991168268,-16.6300933356202,4.02937611933504e-10,8.98550874611715e-09,13.7002238191418
PMRB,TimePre...TimePost,0.908311123921467,0.469854594696768,1.34676765314617,0.577006509009506,4.34245250328747,0.000367024036139336,0.00112118301450783,-0.970658952556282
MPHE,TimePre...TimePost,1.75797508985668,-0.422740098536459,3.93869027824981,0.503259643562052,1.79488989996111,0.102742180760499,0.15692812540816,-5.93606072875677
MPHB,TimePre...TimePost,1.77917772040989,0.258450666516851,3.29990477430293,0.492377644745739,3.87683493647695,0.0343117127053013,0.061705741397437,-3.61558711942689
MEPR,TimePre...TimePost,-1.89016015514289,-2.03204312318456,-1.74827718710121,0.487783753626592,-28.7900361856611,3.94856521512135e-13,3.80053293243672e-11,20.5621511652608
LSA,TimePre...TimePost,1.57682992186031,0.137998281124339,3.01566156259628,0.438371379806198,2.45772748878833,0.0348701891408629,0.0622084174272993,-4.88073334153919
TETY,TimePre...TimePost,-1.24015649606152,-1.93683675961555,-0.543476232507479,0.410015978432371,-3.83351144134401,0.00196203507569128,0.00470466475138877,-2.31712259022821
LNUF,TimePre...TimePost,0.0761634187861129,-1.30953398227331,1.46186081984553,0.397260619564018,0.126808886205658,0.902229555506271,0.91956724920703,-7.449431362872
