Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
MDTB,TimePre...TimePost,0.0595516628209021,-0.405322631478696,0.5244259571205,7.03391564587857,0.273740995844424,0.788125077378778,0.852027110679761,-7.3632235774383
ACRF,TimePre...TimePost,0.0643572773551302,-0.399552788035602,0.528267342745862,7.02353414410004,0.29644583290189,0.771072201608327,0.846908197256022,-7.35637003540432
ACRD,TimePre...TimePost,0.0713705316007127,-0.372174768362019,0.514915831563444,7.00096275795712,0.343844777503971,0.735873467993287,0.834430878783847,-7.34032716494786
EVGS,TimePre...TimePost,0.48871861822744,-0.0299845581625459,1.00742179461743,6.89603798560594,2.01336010689522,0.0629263588433849,0.121303824276405,-5.49991331407558
APH3-PRIME,TimePre...TimePost,-0.422456653561008,-1.2013955197628,0.356482212640779,6.84879421950609,-1.15893815965705,0.265118670483687,0.376018322431194,-6.71914454192308
TETO,TimePre...TimePost,-0.337761571023302,-1.65037349018916,0.974850348142559,6.54122382161137,-0.549864111222806,0.590740253030627,0.716048791552275,-7.24370591471145
ASMA,TimePre...TimePost,0.256378671455314,-0.239748173585937,0.752505516496566,6.35219924288483,1.10425823866262,0.287379596120134,0.401664925605103,-6.77968232656328
ARNA,TimePre...TimePost,0.100970480890529,-0.359963200660758,0.561904162441817,6.33813820666163,0.468098730020967,0.64663758826825,0.772104583006866,-7.28723512256891
PBP2,TimePre...TimePost,0.0108278136407352,-0.474884550464088,0.496540177745558,6.33049974953517,0.0476368565947601,0.962652309767635,0.974837782043175,-7.40180513951838
BACA,TimePre...TimePost,0.434304252706123,-0.0631486186648805,0.931757124077126,6.12693230063318,1.86562186237187,0.0823515644010127,0.14804775622654,-5.74212773434813
TETB,TimePre...TimePost,0.235922678112879,-1.35705646973746,1.82890182596322,6.11529166210153,0.316476218786345,0.756128606583876,0.840142896204307,-7.34987623194489
ANT6,TimePre...TimePost,-0.199511847830835,-1.33411193635418,0.935088240692511,5.96205337422375,-0.375757242660114,0.712510252697089,0.828661772477308,-7.32821008444193
TOLC,TimePre...TimePost,0.0558330598665124,-0.405488270464119,0.517154390197144,5.94679241061331,0.258624328580897,0.799541939422814,0.852844735384335,-7.36748699247414
EMRB,TimePre...TimePost,0.141784763444767,-0.282604504939561,0.566174031829096,5.93956888989113,0.713915238581308,0.486556508954335,0.618435251728238,-7.13633478661402
PHOQ,TimePre...TimePost,0.105302302254997,-0.328099464976291,0.538704069486285,5.89383799810233,0.519192811710209,0.611420584247873,0.735543559997441,-7.2608246199813
BAES,TimePre...TimePost,0.0871817514252822,-0.405779737339349,0.580143240189913,5.87991107582901,0.377914955877091,0.710940983705969,0.828661772477308,-7.32735273659803
MDTD,TimePre...TimePost,0.119667151605767,-0.310958409249535,0.550292712461068,5.85103469558664,0.593822475809404,0.561735204793493,0.692750698599774,-7.21753191495195
CPXA,TimePre...TimePost,0.35271385937223,0.0189266990952137,0.686501019649246,5.79258243033545,2.25805429662112,0.0397487840729996,0.0805038664769611,-5.0768344478125
EMRY,TimePre...TimePost,0.446817221585687,-0.0509449493231053,0.944579392494479,5.72075715414455,1.91818061731365,0.0748948225883782,0.137737604760236,-5.65720870843939
PBP4B,TimePre...TimePost,0.123058121791709,-0.321061210250754,0.567177453834171,5.70185147341199,0.592095944908175,0.562859942612316,0.692750698599774,-7.2185961694246
MDTA,TimePre...TimePost,0.0728828904149132,-0.361495522306088,0.507261303135914,5.67499021760496,0.358541008835186,0.725079050917644,0.828661772477308,-7.33487819628693
EMRA,TimePre...TimePost,-0.027386344004281,-0.53346706411489,0.478694376106328,5.6736283932732,-0.115636715860069,0.909518693965934,0.932839686118907,-7.39589772416046
SAT,TimePre...TimePost,-0.127836931979954,-1.15836109288889,0.902687228928982,5.67106370695933,-0.26508163664049,0.794659088356072,0.852844735384335,-7.36569514822587
AMPH,TimePre...TimePost,0.225257045479699,-0.272316431228623,0.722830522188021,5.67001864201463,0.967392339104463,0.349128272422331,0.465504363229775,-6.92020102090674
MDTE,TimePre...TimePost,-0.076758091453363,-0.634407958631293,0.480891775724567,5.66227374637756,-0.294133199462818,0.77280372999612,0.846908197256022,-7.35709279211462
TET40,TimePre...TimePost,0.251208311238281,-1.71482277969157,2.21723940216813,5.65808300027667,0.274833161947321,0.787579375283437,0.852027110679761,-7.32883965486245
MDTK,TimePre...TimePost,0.327435882700314,-0.0934073567952508,0.748279122195879,5.64479247900313,1.66259855283827,0.117742510746509,0.1865227893014,-6.05597980288566
ACRE,TimePre...TimePost,-0.00357166352795701,-0.506235922613005,0.499092595557091,5.62841101202861,-0.0151835741512739,0.988091629888974,0.988091629888974,-7.40289038895217
MDTL,TimePre...TimePost,0.0493938581380764,-0.417138013958369,0.515925730234522,5.59602552729538,0.226241938714344,0.824155555480227,0.873277409780373,-7.375811839431
MDTG,TimePre...TimePost,0.239768590307284,-0.173097623079553,0.65263480369412,5.55366012121017,1.24097898802298,0.234218304422523,0.337740309583484,-6.62379485104907
BLAEC,TimePre...TimePost,0.173257008053866,-0.235631531286346,0.582145547394078,5.46647698532967,0.905456008152913,0.379949390239109,0.498294282280798,-6.9784329142948
MDTH,TimePre...TimePost,0.312779519746332,-0.0840160121692584,0.709575051661923,5.46060723092153,1.6844301941693,0.113385807775272,0.181417292440436,-6.0233728145981
MDTN,TimePre...TimePost,-0.0196496081656594,-0.542383058470242,0.503083842138923,5.44354616104299,-0.080325804693452,0.937070765591951,0.95497657639944,-7.39957895468032
CEPA,TimePre...TimePost,0.820094355704557,-1.08439188179184,2.72458059320096,5.42593314967232,0.926183918035171,0.370505147434664,0.489924161897077,-6.92456401291516
MDFA,TimePre...TimePost,0.334909021319773,-0.0624702718344007,0.732288314473947,5.42224797723655,1.80095597156106,0.0924335657057608,0.157333728860869,-5.84460786016806
EMRK,TimePre...TimePost,0.370933840378088,-0.108835236452085,0.850702917208261,5.28520196258205,1.65213558682271,0.119881459887531,0.188049348843186,-6.07150447645539
CMY,TimePre...TimePost,-2.26807457982262,-5.3160551904289,0.779906030783653,5.17206674439195,-1.6397198054161,0.129586455429068,0.20129934823933,-5.92227946160739
ACRB,TimePre...TimePost,0.49184421277999,0.0852285009529755,0.898459924607004,5.01860080747087,2.60199995584815,0.0213126458449998,0.0524618974646148,-4.43411794214973
BAER,TimePre...TimePost,0.0412872693585022,-0.42444060959565,0.507015148312654,4.94000358767876,0.189437261539316,0.852363109531367,0.897224325822491,-7.38393207523465
GADX,TimePre...TimePost,0.257778278173472,-0.265257575125072,0.780814131472016,4.71413371189077,1.05316481360176,0.309413881063189,0.419544245509409,-6.83400802929339
CRP,TimePre...TimePost,0.111816159209631,-0.305093944230313,0.528726262649576,4.67427879797456,0.573117451494039,0.575302030018903,0.702658967962019,-7.23009984330103
AAC3,TimePre...TimePost,-0.510546681382943,-1.51211377178595,0.491020409020062,4.61962558968889,-1.08927338917363,0.293717476848732,0.401664925605103,-6.79584188302478
ACRS,TimePre...TimePost,0.200061339853375,-0.190855112813807,0.590977792520556,4.56429222692155,1.09360555184259,0.291874607974766,0.401664925605103,-6.79118933304809
EMRR,TimePre...TimePost,0.131146592897211,-0.282797959116918,0.545091144911339,4.37841909632071,0.677011933076726,0.509002485675938,0.641262974079921,-7.16277934572834
EVGA,TimePre...TimePost,0.355807056784672,-0.0531552042428902,0.764769317812233,4.31280379627511,1.85914304589975,0.0833154030781682,0.148116272138966,-5.75249607965467
TETM,TimePre...TimePost,-2.51266005455502,-4.64321237152026,-0.382107737589785,4.27385329867035,-2.57381410769843,0.0246169923143167,0.0548924513672801,-4.47078826289149
MPHA,TimePre...TimePost,0.311444202751073,-1.52058433552658,2.14347274102873,3.90313647259432,0.371180030511946,0.717095069607136,0.828661772477308,-7.21045063831427
HNS,TimePre...TimePost,0.315541144517069,-0.0813962747065607,0.712478563740698,3.77030527485371,1.69869511231084,0.110615474185385,0.180596692547567,-6.00191272346354
MARA,TimePre...TimePost,0.345433895074833,-0.0853452341998476,0.776213024349514,3.75944924760873,1.71353025915251,0.107797221531895,0.178586820034682,-5.97946673812614
QNRB,TimePre...TimePost,2.30400371327676,0.924346718542146,3.68366070801137,3.73204085149175,3.64513319716893,0.00344226210755426,0.0148854577623968,-2.49135553236555
DFRF,TimePre...TimePost,-0.522557015782539,-1.53745686977544,0.492342838210359,3.72108550315429,-1.10025151515498,0.289064182930098,0.401664925605103,-6.7840214539041
MEFA,TimePre...TimePost,-0.274269638415042,-1.90068972680842,1.35215044997834,3.67344012464014,-0.365329504829416,0.720899666227898,0.828661772477308,-7.258621481366
TETH,TimePre...TimePost,-3.31687733131244,-4.88508707392066,-1.74866758870421,3.58640370022354,-4.61368029509035,0.000612902006751743,0.00445746914001268,-0.748942183478075
CMXAB,TimePre...TimePost,-0.390944619744115,-1.703818497004,0.921929257515771,3.56376475747962,-0.65082968458196,0.527761033901908,0.659701292377385,-7.07596106401238
TETD,TimePre...TimePost,-0.466876291832786,-1.27374559917917,0.339993015513601,3.49331957584225,-1.24468792714462,0.234307339773542,0.337740309583484,-6.58435733202644
APH2-DPRIME,TimePre...TimePost,-3.13451486288517,-4.68479550492334,-1.584234220847,3.35744618955312,-4.40978767609548,0.000869058142012776,0.00538988784388894,-1.11031709358474
ERMB,TimePre...TimePost,-1.05250263192031,-2.9950251031124,0.890019839271787,3.26867071447072,-1.15781353310631,0.265562940217031,0.376018322431194,-6.72041423705925
TETL,TimePre...TimePost,-2.68779092939046,-4.57483591710829,-0.800745941672617,3.06805492489061,-3.09935580776766,0.00908637923114511,0.0269226051293188,-3.49771624727299
CATA,TimePre...TimePost,-3.38028867390746,-5.55282231338332,-1.2077550344316,2.87464184568979,-3.38063344453265,0.00528234634166615,0.0179824556312039,-2.96987823869055
sme,TimePre...TimePost,-5.29392872713252,-7.25543367966289,-3.33242377460214,2.64696436356626,-6.23330367161299,0.00025948823987485,0.00218516412526189,0.872263467392516
APH6-PRIME,TimePre...TimePost,-2.1318164144453,-3.90680784796342,-0.356824980927192,2.49953742078243,-2.63803982931745,0.022784847954661,0.0535039690572623,-4.34818384297385
DFRA,TimePre...TimePost,0.413529893962007,-0.707856721932882,1.5349165098569,2.47107512921266,0.792987914549527,0.441378198298862,0.574150501852179,-7.0418375716292
CFX,TimePre...TimePost,0.0439525537066299,-0.799543262948302,0.887448370361562,2.31552426955432,0.129674357421681,0.901346347464411,0.930422036092295,-6.97502406746372
EMRE,TimePre...TimePost,0.93660128677734,0.407110381265561,1.46609219228912,2.21450477429263,3.80490399727231,0.00203242272976877,0.0108395878921001,-2.10912806274862
TETZ,TimePre...TimePost,-2.45953255649348,-3.64247225534599,-1.27659285764097,2.17640300148118,-4.60981576590887,0.000875856774631953,0.00538988784388894,-0.953206788373955
ANT2-DPRIME,TimePre...TimePost,-1.53604884549179,-4.12477671172061,1.05267902073702,2.13210713281034,-1.34143844178834,0.212512691111298,0.311945234658786,-6.22060271466162
APH4,TimePre...TimePost,-0.606678118745847,-2.43132356007679,1.2179673225851,2.10319297802245,-0.738552085937905,0.476775922857528,0.615194739171004,-6.95332518372739
cme,TimePre...TimePost,2.27793977198398,0.397657823950836,4.15822172001713,1.78665543796163,2.75396804945834,0.0229800492731173,0.0535039690572623,-3.97009978653709
QNRS,TimePre...TimePost,4.35646310248604,2.89358000339219,5.81934620157988,1.63834456024925,7.06837193043082,0.000216908669857345,0.00192807706539862,1.10886982698963
MDTO,TimePre...TimePost,1.13623976179714,0.243435715889822,2.02904380770446,1.60304872902318,2.90833287028909,0.0185556803695161,0.0478856267600417,-3.88883076202591
LNUC,TimePre...TimePost,-1.4752999171091,-3.16807086747099,0.217471033252784,1.53496556589434,-1.88368617731972,0.0822707461261243,0.14804775622654,-5.66809024739445
OQXB,TimePre...TimePost,3.00415119042472,0.318968974425309,5.68933340642414,1.50022220692558,2.60735168018026,0.0328495282778971,0.068258760057968,-4.37870695904725
HLYD,TimePre...TimePost,-2.87045131198565,-4.75599295887917,-0.984909665092119,1.43522565599282,-3.51595784720933,0.00800393329371238,0.0241628174904525,-2.67883365193278
CAT,TimePre...TimePost,-2.11311489705647,-3.35780200070424,-0.868427793408701,1.41980480843251,-3.72944313019999,0.0032386761676037,0.0143941163004609,-2.39640413933559
EMRD,TimePre...TimePost,1.67960088601556,0.151534038390891,3.20766773364024,1.39038891344902,2.58879044087057,0.0353976422588562,0.0726105482232947,-4.40203583617021
PMRF,TimePre...TimePost,1.28332650252412,0.26827413814482,2.29837886690342,1.38097107998929,2.92569561899853,0.0195410686223542,0.0496281107869314,-3.85353848516616
TET32,TimePre...TimePost,-0.0221222735486344,-1.63920862880603,1.59496408170876,1.36512802208886,-0.0360666175926799,0.972736531537103,0.978854371358091,-6.91820910768675
TETX,TimePre...TimePost,-5.04894361208313,-6.40885153182641,-3.68903569233985,1.32823317104434,-9.4655018794444,0.000191028409261994,0.00179791444011288,1.55167664504983
MSRD,TimePre...TimePost,-3.94758452389111,-6.09032211279446,-1.80484693498777,1.27353057606047,-4.50482458917972,0.00405394666067061,0.0156972035045078,-1.872227214786
ERMF,TimePre...TimePost,-4.5334634399337,-6.66914068065437,-2.39778619921303,1.13372265059879,-5.7469796138176,0.00369856291786084,0.0151735914578906,-1.32438788050214
TET33,TimePre...TimePost,-1.18905794945042,-2.52337541125002,0.145259512349177,1.08925359979937,-2.02282594914157,0.074491872876193,0.137737604760236,-5.32148462396431
OQXA,TimePre...TimePost,2.51182781455147,0.582594859589667,4.44106076951328,1.01336489398846,3.01128973358213,0.0171106877237846,0.0456285005967588,-3.76144550312305
MEL,TimePre...TimePost,-3.70058741247072,-5.23631675319178,-2.16485807174965,0.978738720306519,-6.16240785226782,0.00153934217218754,0.00912202768703726,-0.622889809774563
CARB,TimePre...TimePost,-2.20892626749033,-4.02494741322526,-0.392905121755393,0.975961569171616,-2.80956074060547,0.0230735866559444,0.0535039690572623,-3.93768083221973
ERMG,TimePre...TimePost,-3.33484307374879,-5.10637595028371,-1.56331019721386,0.895647375057272,-4.79620150399592,0.00452712759810839,0.0162055659511896,-1.81852802703455
ANT9,TimePre...TimePost,1.91853370006175,0.864492976903708,2.97257442321979,0.884455200336789,4.18808278022376,0.00296091668648861,0.0139337255834758,-1.90109352880352
QNRD,TimePre...TimePost,-0.555436149178291,-1.77168255703191,0.660810258675333,0.830673693983563,-1.03220907929911,0.328768173810904,0.442041242098694,-6.47566393881281
ROB,TimePre...TimePost,-5.50668546146655,-5.8752720218106,-5.13809890112251,0.82755595209168,-48.207664052456,2.43001956935994e-05,0.000466580380321661,1.55225793368636
SHV,TimePre...TimePost,4.28067348446622,2.21979162566589,6.34155534326654,0.810331859165785,5.36864388424663,0.00318672623773409,0.0143941163004609,-1.4011982170763
TETG,TimePre...TimePost,3.07977869260182,-0.707328188645511,6.86688557384915,0.809440179275549,2.28061770896932,0.0864127102988919,0.150359904678981,-4.61271651546789
MDTP,TimePre...TimePost,0.9133924960267,0.367521565591695,1.45926342646171,0.740462968002453,3.75425927420555,0.00410070451239545,0.0156972035045078,-2.47190328453789
MSBA,TimePre...TimePost,-1.8237400827599,-3.35542873288242,-0.29205143263738,0.704539257137843,-2.81252748476631,0.0259112080971201,0.0567916889799893,-3.97949982242726
PMRC,TimePre...TimePost,0.915358984803289,0.125201961915278,1.7055160076913,0.693362415287511,2.66158986697956,0.0282034554473251,0.0601673716209603,-4.27344763149217
PMRB,TimePre...TimePost,0.601130510257342,0.14507464654253,1.05718637397215,0.642893101743462,2.88816651970648,0.0142502163971135,0.0386446546362401,-3.87917459951887
ANT4-PRIME,TimePre...TimePost,1.68396969680533,-0.0152964548724579,3.38323584848311,0.614457226988498,2.41353632996367,0.0515290238506174,0.101785726124676,-4.6530081465332
ERMX,TimePre...TimePost,-1.55908006136929,-2.43553551296073,-0.682624609777844,0.584759702587205,-4.30685096214602,0.00455781542377209,0.0162055659511896,-1.96712920925099
BRP,TimePre...TimePost,1.51839556999558,-0.0278320838168151,3.06462322380797,0.546017893826472,2.3283659415573,0.0532206754538073,0.103845220397673,-4.80354064897478
FEXA,TimePre...TimePost,2.83593348672107,2.72505619775515,2.946810775687,0.531738414989416,66.2287800228906,2.1131060885007e-08,3.38096974160113e-06,6.51656530806089
MSRC,TimePre...TimePost,2.08309369443407,1.79665906421416,2.36952832465398,0.520773944381941,17.8819639573692,2.37064612702599e-06,0.000189651690162079,5.55979674260584
ADEC,TimePre...TimePost,1.59401216254008,0.837628541831407,2.35039578324876,0.510976108310585,5.15988904899561,0.00211128226247247,0.0108969407095354,-1.15987477078887
LNUB,TimePre...TimePost,3.33771072814478,2.80621819368888,3.86920326260069,0.506261533700587,16.7055057440411,3.23242725881225e-05,0.000517188361409959,3.11111570925814
TET31,TimePre...TimePost,-2.04397257654801,-3.66928982510077,-0.418655327995257,0.468023659423217,-3.33896056896897,0.0239864635029998,0.0548262022925709,-3.52177016941791
